,caseid_new,w4_xqualified,w4_status,w4_complete,w4_source,w4_duration,w4_HCMST_interview_fin_yrmo,w4_xtype,w4_xyear,w4_xmonth,w4_xmarry,w4_xlast,w4_xwave1_month,w4_xcivil,w4_xss,w4_q1,w4_q2,w4_quality,w4_attractive,w4_attractive_partner,w4_q3,w4_q4,w4_mbtiming_year,w4_mbtiming_month,w4_q5,w4_q6,w4_q7,w4_mar_year,w4_mar_month,w4_civ_year,w4_q8_a,w4_q8_b,w4_q9,w4_q10,w4_nonmbtiming_year,w4_nonmbtiming_month,relationship_quality_w4,w4_broke_up,w234_combo_breakup,pp4_ppeduc,pp4_ppeducat,pp4_ppethm,pp4_pphhhead,pp4_pphhsize,pp4_pphouse,pp4_ppincimp,pp4_ppmarit,pp4_ppmsacat,pp4_ppreg4,pp4_ppreg9,pp4_pprent,pp4_ppt01,pp4_ppt25,pp4_ppt612,pp4_ppt1317,pp4_ppt18ov,pp4_ppwork,pp4_ppnet,pp4_ppcmdate_yrmo,pp4_newer,ppa2009_services_yrmo,ppa2009_how_often_services
3454,3992623,unqualified for wave 4,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$20,000 to $24,999",Divorced,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,No,200907.0,No,200903.0,A few times a year
3455,3993486,qualified for wave 4,Withdrawn,No,,,,same-sex couple,2009.0,March,Unmarried partners,4.0,3.0,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,1,A building with 2 or more apartments,"$25,000 to $29,999",Never married,Metro,Midwest,West-North Central,Rented for cash,0,0,0,0,1,Working - as a paid employee,Yes,200905.0,No,200903.0,Once a week
3456,3994301,qualified for wave 4,Withdrawn,Yes,Telephone,,201304.0,different sex couple,2011.0,May,Married,2.0,3.0,No,No,yes,yes,Excellent,moderately attractive,very attractive,,,,,,,,,,,,,,,,,5.0,still together,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,7,A one-family house detached from any other house,"$35,000 to $39,999",Married,Non-Metro,Midwest,,Owned or being bought by you or someone in your household,1,2,2,0,2,Working - as a paid employee,Yes,200905.0,No,200910.0,More than once a week
3457,3995436,qualified for wave 4,Withdrawn,Yes,On-line,1.0,201305.0,same-sex couple,2011.0,May,Unmarried partners,2.0,3.0,No,Yes,,,Excellent,moderately attractive,very attractive,,,,,Yes,Yes,"No, did not marry [xnamep]",,,2013.0,"Yes, we have gotten a domestic partnership or civil union agreement",,,,,,5.0,still together,"still together at w4, or some follow-up w/o break-up",Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$175,000 or more",Living with partner,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201110.0,Yes,200905.0,Once a year or less
3458,3996271,qualified for wave 4,Withdrawn,Yes,On-line,4.0,201303.0,different sex couple,2011.0,April,Married,2.0,3.0,No,No,no,,,moderately attractive,,divorce,I wanted the [divorce/separation] more,2013.0,February,,,,,,,,,,,,,,broke up,"broke up at wave 2, 3, or 4",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,5,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,1,1,0,3,Working - as a paid employee,Yes,201303.0,Yes,200905.0,Once or twice a month
3459,3997265,unqualified for wave 4,,,,,,same-sex couple,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2, 3, or 4",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",No,2,A one-family house detached from any other house,"$50,000 to $59,999",Never married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201107.0,No,200809.0,
3460,3998541,qualified for wave 4,Active,Yes,On-line,1.0,201303.0,different sex couple,2011.0,June,Married,2.0,3.0,No,No,yes,yes,Excellent,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,,5.0,still together,"still together at w4, or some follow-up w/o break-up","Some college, no degree",Some college,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,South,East-South Central,Rented for cash,0,0,0,0,2,Working - as a paid employee,Yes,201306.0,Yes,200904.0,Once a week
3461,3999403,unqualified for wave 4,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2, 3, or 4",11th grade,Less than high school,"Black, Non-Hispanic",Yes,1,A building with 2 or more apartments,"$20,000 to $24,999",Divorced,Metro,South,South Atlantic,Rented for cash,0,0,0,0,1,Working - as a paid employee,Yes,200905.0,No,200905.0,A few times a year
3462,4000465,qualified for wave 4,Active,No,,,,same-sex couple,2011.0,April,Unmarried partners,2.0,3.0,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",Professional or Doctorate degree,Bachelor's degree or higher,Hispanic,Yes,1,A one-family house detached from any other house,"$75,000 to $84,999",Never married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - self-employed,Yes,201207.0,Yes,200904.0,
3463,4001391,qualified for wave 4,Active,Yes,On-line,1.0,201303.0,different sex couple,2011.0,April,Married,2.0,3.0,No,No,yes,yes,Excellent,moderately attractive,very attractive,,,,,,,,,,,,,,,,,5.0,still together,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201305.0,Yes,200903.0,Never
3464,4002515,unqualified for wave 4,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$25,000 to $29,999",Never married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - self-employed,Yes,200904.0,No,200903.0,
3465,4003436,unqualified for wave 4,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Some college, no degree",Some college,"White, Non-Hispanic",No,5,A building with 2 or more apartments,"$35,000 to $39,999",Living with partner,Non-Metro,South,West-South Central,Rented for cash,0,0,0,0,5,Working - self-employed,Yes,200905.0,No,200812.0,
3466,4004435,unqualified for wave 4,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Associate degree,Some college,"White, Non-Hispanic",Yes,2,A building with 2 or more apartments,"$35,000 to $39,999",Never married,Metro,West,Mountain,Rented for cash,0,0,0,0,2,Working - as a paid employee,Yes,201305.0,Yes,201003.0,
3467,4005581,qualified for wave 4,Retired,Yes,Telephone,,201311.0,different sex couple,2011.0,June,Married,2.0,3.0,No,No,yes,yes,Excellent,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,,5.0,still together,"still together at w4, or some follow-up w/o break-up","Some college, no degree",Some college,"White, Non-Hispanic",Yes,3,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,Northeast,New England,Owned or being bought by you or someone in your household,0,0,0,0,3,Not working - other,Yes,200907.0,No,200903.0,A few times a year
3468,4006641,qualified for wave 4,Withdrawn,No,,,,different sex couple,2010.0,April,Married,3.0,3.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",No,4,A one-family house detached from any other house,"$10,000 to $12,499",Married,Metro,West,Pacific,Rented for cash,0,0,0,0,4,Not working - retired,Yes,201007.0,No,200905.0,
3469,4007271,qualified for wave 4,Withdrawn,No,,,,different sex couple,2009.0,March,Unmarried partners,4.0,3.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - self-employed,Yes,200507.0,No,,
3470,4008635,unqualified for wave 4,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$20,000 to $24,999",Never married,Non-Metro,West,Mountain,Rented for cash,0,0,0,0,1,Not working - retired,Yes,201107.0,No,200903.0,Never
3471,4009326,qualified for wave 4,Active,Yes,On-line,3.0,201303.0,same-sex couple,2011.0,April,Unmarried partners,2.0,3.0,No,Yes,,,Fair,moderately attractive,moderately attractive,,,,,Yes,No,"No, did not marry [xnamep]",,,2011.0,"Yes, we have gotten a domestic partnership or civil union agreement",,,,,,3.0,still together,"still together at w4, or some follow-up w/o break-up",Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A building with 2 or more apartments,"$60,000 to $74,999",Living with partner,Metro,West,Mountain,Rented for cash,0,0,0,0,2,Working - as a paid employee,Yes,201305.0,Yes,200812.0,
3472,4010416,qualified for wave 4,Active,Yes,On-line,1.0,201303.0,same-sex couple,2011.0,April,Unmarried partners,2.0,3.0,No,Yes,,,Excellent,moderately attractive,moderately attractive,,,,,Yes,Yes,"No, did not marry [xnamep]",,,,"No, we have not gotten a domestic partnership or civil union agreement",,,,,,5.0,still together,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$150,000 to $174,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201308.0,Yes,200911.0,
3473,4011225,qualified for wave 4,Active,Yes,On-line,1.0,201303.0,different sex couple,2011.0,April,Married,2.0,3.0,No,No,yes,yes,Excellent,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,,5.0,still together,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$50,000 to $59,999",Married,Non-Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201305.0,Yes,200903.0,A few times a year
3474,4012515,unqualified for wave 4,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,1,A building with 2 or more apartments,"$40,000 to $49,999",Never married,Metro,West,Pacific,Rented for cash,0,0,0,0,1,Working - as a paid employee,Yes,200607.0,No,,
3475,4013336,qualified for wave 4,Withdrawn,No,,,,same-sex couple,2011.0,April,Unmarried partners,2.0,3.0,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,3,A mobile home,"$40,000 to $49,999",Living with partner,Metro,West,Mountain,Owned or being bought by you or someone in your household,1,0,0,0,2,Working - as a paid employee,Yes,200904.0,No,200904.0,
3476,4014721,qualified for wave 4,Retired,Yes,Telephone,,201311.0,different sex couple,2010.0,April,Married,3.0,3.0,No,No,yes,yes,Good,slightly attractive,slightly attractive,,,,,,,,,,,,,,,,,4.0,still together,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"Black, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$35,000 to $39,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,Yes,200904.0,No,200903.0,More than once a week
3477,4016605,qualified for wave 4,Withdrawn,No,,,,same-sex couple,2009.0,March,Unmarried partners,4.0,3.0,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Never married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - self-employed,Yes,200602.0,No,,
3478,4018584,qualified for wave 4,Withdrawn,No,,,,different sex couple,2009.0,March,Married,4.0,3.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,Associate degree,Some college,Hispanic,Yes,1,A one-family house detached from any other house,"$20,000 to $24,999",Separated,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,No,200906.0,No,200903.0,A few times a year
3479,4020486,qualified for wave 4,Withdrawn,No,,,,same-sex couple,2010.0,April,Unmarried partners,3.0,3.0,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",Associate degree,Some college,"White, Non-Hispanic",Yes,4,A one-family house detached from any other house,"$40,000 to $49,999",Living with partner,Metro,West,,Owned or being bought by you or someone in your household,0,0,0,0,4,Not working - disabled,Yes,200806.0,No,,
3480,4021321,qualified for wave 4,Withdrawn,No,,,,same-sex couple,2009.0,March,Married,4.0,3.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,4,A one-family house detached from any other house,"$125,000 to $149,999",Married,Metro,Northeast,,Owned or being bought by you or someone in your household,0,1,1,0,2,Working - as a paid employee,Yes,200906.0,No,200904.0,A few times a year
3481,4022195,unqualified for wave 4,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",No,4,A one-family house detached from any other house,"Less than $5,000",Never married,Metro,Northeast,Mid-Atlantic,Rented for cash,0,0,0,0,4,Not working - other,Yes,200904.0,No,200903.0,A few times a year
3482,4023485,unqualified for wave 4,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Associate degree,Some college,"White, Non-Hispanic",Yes,1,A building with 2 or more apartments,"$85,000 to $99,999",Never married,Metro,South,West-South Central,Rented for cash,0,0,0,0,1,Working - as a paid employee,Yes,200711.0,No,,
3483,4025562,unqualified for wave 4,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Masters degree,Bachelor's degree or higher,"Other, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Widowed,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - self-employed,Yes,200711.0,No,,
3484,4027356,qualified for wave 4,Retired,No,,,,different sex couple,2010.0,April,Unmarried partners,3.0,3.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",10th grade,Less than high school,"White, Non-Hispanic",No,7,A one-family house detached from any other house,"$15,000 to $19,999",Living with partner,Non-Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,1,1,5,Not working - other,Yes,200904.0,No,200903.0,Never
3485,4028461,qualified for wave 4,Do not call,No,,,,different sex couple,2010.0,March,Married,3.0,3.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up","Some college, no degree",Some college,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$20,000 to $24,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - other,Yes,201008.0,No,200904.0,A few times a year
3486,4029753,unqualified for wave 4,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$10,000 to $12,499",Divorced,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - disabled,No,200904.0,No,200902.0,Never
3487,4031246,unqualified for wave 4,,,,,,different sex couple,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2, 3, or 4","Some college, no degree",Some college,"White, Non-Hispanic",No,2,A building with 2 or more apartments,"$12,500 to $14,999",Never married,Metro,Midwest,East-North Central,Rented for cash,0,0,0,0,2,Not working - looking for work,No,201106.0,No,200903.0,Once a year or less
3488,4032561,qualified for wave 4,Withdrawn,No,,,,same-sex couple,2011.0,June,Unmarried partners,2.0,3.0,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",Associate degree,Some college,"White, Non-Hispanic",Yes,2,A one-family house attached to one or more houses,"$85,000 to $99,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,No,200501.0,No,,
3489,4036345,unqualified for wave 4,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Some college, no degree",Some college,"White, Non-Hispanic",No,1,A one-family house detached from any other house,"$75,000 to $84,999",Never married,Metro,South,South Atlantic,Occupied without payment of cash rent,0,0,0,0,1,Working - as a paid employee,Yes,200601.0,No,,
3490,4037586,qualified for wave 4,Withdrawn,Yes,On-line,4.0,201304.0,different sex couple,2011.0,May,Unmarried partners,2.0,3.0,No,No,,,Fair,moderately attractive,moderately attractive,,,,,Yes,Yes,"No, did not marry [xnamep]",,,,,"No, we have not gotten a domestic partnership or civil union agreement",,,,,3.0,still together,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Hispanic,No,2,A mobile home,"$35,000 to $39,999",Living with partner,Metro,West,Pacific,Rented for cash,0,0,0,0,2,Not working - looking for work,Yes,201008.0,No,201005.0,Once a year or less
3491,4039493,unqualified for wave 4,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Associate degree,Some college,"Black, Non-Hispanic",No,5,A one-family house attached to one or more houses,"$7,500 to $9,999",Divorced,Metro,Northeast,Mid-Atlantic,Rented for cash,0,0,0,1,4,Not working - looking for work,Yes,200806.0,No,200810.0,
