,caseid_new,w5_duration,w5_source,w5_complete,w5_status,w5x_qualified,w5x_marry,w5x_last,w5x_year,w5x_civil,w5x_month,w5x_civyear,w5x_civmonth,w5_q1,w5_q2,w5_sex_frequency,w5_p_monogamy,w5_identity,w5_outness,w5_q3,w5_q4,w5_mbtiming_month,w5_mbtiming_year,w5_q5,w5_q6,w5_q7,w5_mar_year,w5_mar_month,w5_q8,w5_civ_year,w5_civ_month,w5_q9,w5_q10,w5_nonmbtiming_year,w5_nonmbtiming_month,w5_broke_up,w5_HCMST_interview_fin_yrmo,w2345_combo_breakup,responded_to_w234or5,pp5_ppage,pp5_ppagecat,pp5_ppagect4,pp5_ppeduc,pp5_ppeducat,pp5_ppethm,pp5_ppgender,pp5_pphhhead,pp5_pphhsize,pp5_pphouse,pp5_ppincimp,pp5_ppmarit,pp5_ppcmdate_yrmo,pp5_newer,pp5_ppmsacat,pp5_ppreg4,pp5_ppreg9,pp5_pprent,pp5_ppt01,pp5_ppt25,pp5_ppt612,pp5_ppt1317,pp5_ppt18ov,pp5_ppwork,pp5_ppnet,ppmarit_2014,ppcmarit_2014_yrmo,ppmarit_2013,ppcmarit_2013_yrmo,ppmarit_2012,ppcmarit_2012_yrmo,ppmarit_2011,ppcmarit_2011_yrmo,ppmarit_2010,ppcmarit_2010_yrmo,ppmarit_2009,ppcmarit_2009_yrmo,ppmarit_2007,ppcmarit_2007_yrmo
2796,3190285,,,eligible but not completed,Active,qualified for wave 5,unmarried partners,1.0,2013.0,no civil union or DP prior to wave 5,April,2013.0,April,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,34,25-34,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,0,3,A one-family house detached from any other house,"$40,000 to $49,999",Living with partner,201311.0,Yes,Metro,Midwest,West-North Central,Owned or being bought by you or someone in household,0,0,0,0,3,Not working - looking for work,Yes,,,Living with partner,201311.0,,,,,Never married,201007.0,Never married,200904.0,Never married,200710.0
2797,3192583,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,55-64,60+,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,1,A one-family house detached from any other house,"$60,000 to $74,999",Divorced,200904.0,No,Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,0,0,1,Working - as a paid employee,No,,,,,,,,,,,Divorced,200904.0,Divorced,200711.0
2798,3193673,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,65-74,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"2+ Races, Non-Hispanic",Female,1,1,A building with 2 or more apartments,"$5,000 to $7,499",Divorced,201010.0,No,Metro,Northeast,New England,Owned or being bought by you or someone in household,0,0,0,0,1,Working - as a paid employee,No,,,,,,,,,Divorced,201010.0,Married,201002.0,Divorced,200711.0
2799,3194231,14.0,online,wave 5 completed,Withdrawn,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,yes,yes,Once or twice a week,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes,29,25-34,18-29,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,2,A one-family house detached from any other house,"$75,000 to $84,999",Married,200904.0,No,Metro,Midwest,West-North Central,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,Yes,,,,,,,,,,,Married,200904.0,Married,200710.0
2800,3198566,,,,,not qualified for wave 5,unmarried partners,1.0,2013.0,yes civil union or DP prior to wave 5,April,2013.0,April,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes,62,55-64,60+,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,2,A building with 2 or more apartments,"$10,000 to $12,499",Never married,201208.0,No,Metro,South,South Atlantic,rented for cash,0,0,0,0,2,Working - self-employed,Yes,,,,,Never married,201208.0,Living with partner,201107.0,Living with partner,201007.0,Living with partner,200904.0,Living with partner,200710.0
2801,3200215,,,eligible but not completed,Withdrawn,qualified for wave 5,unmarried partners,5.0,2009.0,no civil union or DP prior to wave 5,February,2009.0,February,,,,,,,,,,,,,,,,,,,,,,,,,,No,27,25-34,18-29,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,0,1,A one-family house detached from any other house,"$7,500 to $9,999",Never married,201007.0,No,Metro,South,South Atlantic,Occupied without payment,0,0,0,0,1,Working - as a paid employee,Yes,,,,,,,,,Never married,201007.0,Never married,200904.0,Never married,200806.0
2802,3201581,,,eligible but not completed,Withdrawn,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,64,55-64,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Male,1,2,A building with 2 or more apartments,"$12,500 to $14,999",Married,201206.0,No,Metro,South,West-South Central,rented for cash,0,0,0,0,2,Not working - disabled,Yes,,,,,Married,201206.0,Married,201106.0,Married,201007.0,Married,200904.0,Married,200710.0
2803,3202821,4.0,online,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,yes,yes,Once a month or less,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes,88,75+,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,2,A one-family house detached from any other house,"$100,000 to $124,999",Married,201305.0,No,Metro,South,East-South Central,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - retired,Yes,,,Married,201305.0,Married,201207.0,Married,201105.0,Married,201007.0,Married,200905.0,Married,200712.0
2804,3203513,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,55-64,45-59,Associate degree,Some college,"White, Non-Hispanic",Female,1,2,A one-family house detached from any other house,"$30,000 to $34,999",Divorced,201405.0,Yes,non-Metro,Midwest,East-North Central,rented for cash,0,0,0,0,2,Not working - disabled,Yes,Divorced,201405.0,Divorced,201306.0,Divorced,201209.0,Divorced,201107.0,Divorced,201007.0,Divorced,200905.0,Divorced,200711.0
2805,3204555,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,35-44,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,1,A one-family house detached from any other house,"$40,000 to $49,999",Never married,,No,Metro,Midwest,West-North Central,Owned or being bought by you or someone in household,0,0,0,0,1,Working - as a paid employee,Yes,,,,,,,,,,,,,,
2806,3206366,,,eligible but not completed,Withdrawn,qualified for wave 5,unmarried partners,5.0,2009.0,no civil union or DP prior to wave 5,February,2009.0,February,,,,,,,,,,,,,,,,,,,,,,,,,,No,42,35-44,30-44,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,0,2,A one-family house detached from any other house,"$30,000 to $34,999",Living with partner,200809.0,No,non-Metro,South,East-South Central,rented for cash,0,0,0,0,2,Working - as a paid employee,Yes,,,,,,,,,,,,,Living with partner,200809.0
2807,3207281,2.0,online,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,April,2013.0,April,no,,,,heterosexual or straight,,divorce,I wanted the [divorce/separation] more.,October,2013.0,,,,,,,,,,,,,broke up,201411.0,"broke up at wave 2,3,4, or 5",Yes,33,25-34,30-44,"Some college, no degree",Some college,"White, Non-Hispanic",Female,1,2,A building with 2 or more apartments,"$50,000 to $59,999",Married,201404.0,Yes,Metro,West,Pacific,rented for cash,0,0,0,0,2,Working - as a paid employee,Yes,Married,201404.0,Married,201305.0,Married,201206.0,Married,201107.0,Married,201007.0,Married,200904.0,Married,200710.0
2808,3208691,,,eligible but not completed,Do not call,qualified for wave 5,married,5.0,2009.0,no civil union or DP prior to wave 5,February,2009.0,February,,,,,,,,,,,,,,,,,,,,,,,,,,No,74,65-74,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,1,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,200904.0,No,Metro,West,Pacific,Owned or being bought by you or someone in household,0,0,0,0,2,Working - self-employed,No,,,,,,,,,,,Married,200904.0,Married,200710.0
2809,3209205,3.0,online,wave 5 completed,Active,qualified for wave 5,unmarried partners,1.0,2013.0,no civil union or DP prior to wave 5,April,2013.0,April,,,Once a month or less,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,yes,yes,"yes, married [name]",2013.0,November,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes,26,25-34,18-29,"Some college, no degree",Some college,"White, Non-Hispanic",Female,1,3,A mobile home,"$5,000 to $7,499",Married,201404.0,Yes,Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,1,0,2,Not working - other,Yes,Married,201404.0,Living with partner,201307.0,Living with partner,201206.0,Living with partner,201106.0,Living with partner,201007.0,Never married,200904.0,Never married,200710.0
2810,3210466,1.0,online,wave 5 completed,Active,qualified for wave 5,unmarried partners,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,,,Once a month or less,"Yes, I expect [name] will only have sex with me",gay,All or most of them,,,,,yes,yes,"no, did not marry [name]",,,"No, we have not gotten a domestic partnership or civil union agreement",,,,,,,still together,201411.0,still together at w5 or some follow-up w/o breakup,Yes,52,45-54,45-59,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,2,A one-family house detached from any other house,"$175,000 or more",Living with partner,201404.0,Yes,Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,Yes,Living with partner,201404.0,Living with partner,201305.0,Living with partner,201206.0,Living with partner,201107.0,Living with partner,201007.0,Living with partner,200904.0,Living with partner,200711.0
2811,3211225,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes,28,25-34,18-29,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,2,A building with 2 or more apartments,"$50,000 to $59,999",Never married,201405.0,Yes,Metro,Midwest,East-North Central,rented for cash,0,0,0,0,2,Working - as a paid employee,Yes,Never married,201405.0,Never married,201305.0,Never married,201208.0,Never married,201106.0,,,Never married,200905.0,Never married,200710.0
2812,3212361,5.0,online,wave 5 completed,Withdrawn,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,yes,yes,Once a month or less,"No, I expect [name] to have sex with other people besides me",bisexual,Only a few of them,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes,41,35-44,30-44,"Some college, no degree",Some college,"Black, Non-Hispanic",Male,1,2,A one-family house detached from any other house,"$150,000 to $174,999",Married,201008.0,No,Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,Yes,,,,,,,,,Married,201008.0,Married,200905.0,Married,200802.0
2813,3213692,,,eligible but not completed,Withdrawn,qualified for wave 5,unmarried partners,5.0,2009.0,no civil union or DP prior to wave 5,February,2009.0,February,,,,,,,,,,,,,,,,,,,,,,,,,,No,74,65-74,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,1,1,A one-family house detached from any other house,"$12,500 to $14,999",Widowed,200907.0,No,Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,0,0,1,Not working - retired,No,,,,,,,,,,,Widowed,200907.0,Widowed,200711.0
2814,3215271,,,eligible but not completed,Withdrawn,qualified for wave 5,married,5.0,2009.0,no civil union or DP prior to wave 5,February,2009.0,February,,,,,,,,,,,,,,,,,,,,,,,,,,No,32,25-34,30-44,"Some college, no degree",Some college,"White, Non-Hispanic",Female,1,5,A one-family house detached from any other house,"$40,000 to $49,999",Married,200904.0,No,non-Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,3,0,2,Working - self-employed,Yes,,,,,,,,,,,Married,200904.0,Married,200710.0
2815,3216331,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,35-44,30-44,"Some college, no degree",Some college,"White, Non-Hispanic",Female,1,2,A one-family house detached from any other house,"$50,000 to $59,999",Married,,No,Metro,West,Pacific,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - other,Yes,,,,,,,,,,,,,,
2816,3217235,,,eligible but not completed,Withdrawn,qualified for wave 5,unmarried partners,5.0,2009.0,no civil union or DP prior to wave 5,February,2009.0,February,,,,,,,,,,,,,,,,,,,,,,,,,,No,29,25-34,18-29,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,2,A one-family house detached from any other house,"$85,000 to $99,999",Never married,200906.0,No,Metro,Midwest,West-North Central,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,Yes,,,,,,,,,,,Never married,200906.0,Never married,200710.0
2817,3218494,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,55-64,45-59,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,3,A building with 2 or more apartments,"$35,000 to $39,999",Divorced,201207.0,No,Metro,Northeast,Mid-Atlantic,rented for cash,0,0,0,0,3,Working - as a paid employee,Yes,,,,,Divorced,201207.0,Divorced,201107.0,Divorced,201007.0,Divorced,200905.0,Separated,200710.0
2818,3219592,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,65-74,60+,11th grade,Less than high school,"Black, Non-Hispanic",Female,0,2,A one-family house detached from any other house,"$75,000 to $84,999",Widowed,200710.0,No,non-Metro,South,East-South Central,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - disabled,Yes,,,,,,,,,,,,,Widowed,200710.0
2819,3220255,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,25-34,30-44,"Some college, no degree",Some college,"White, Non-Hispanic",Female,1,3,A building with 2 or more apartments,"$40,000 to $49,999",Never married,200904.0,No,Metro,West,Pacific,rented for cash,0,0,0,0,3,Working - as a paid employee,Yes,,,,,,,,,,,Never married,200904.0,Never married,200711.0
2820,3221753,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,75+,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,1,1,A building with 2 or more apartments,"$20,000 to $24,999",Divorced,200904.0,No,Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,0,0,1,Not working - retired,Yes,,,,,,,,,,,Divorced,200904.0,Divorced,200710.0
2821,3222633,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,65-74,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,1,3,A one-family house detached from any other house,"$50,000 to $59,999",Divorced,200904.0,No,Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,0,0,3,Working - as a paid employee,No,,,,,,,,,,,Divorced,200904.0,Divorced,200710.0
2822,3223501,,,eligible but not completed,Withdrawn,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,April,2013.0,April,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,56,55-64,45-59,"Some college, no degree",Some college,"White, Non-Hispanic",Female,1,6,A one-family house detached from any other house,"$30,000 to $34,999",Married,201010.0,No,Metro,Northeast,Mid-Atlantic,rented for cash,0,0,0,1,5,Working - as a paid employee,No,,,,,,,,,Married,201010.0,Married,200904.0,Married,200711.0
2823,3224241,,,eligible but not completed,Withdrawn,qualified for wave 5,married,5.0,2009.0,no civil union or DP prior to wave 5,February,2009.0,February,,,,,,,,,,,,,,,,,,,,,,,,,,No,30,25-34,30-44,Associate degree,Some college,"White, Non-Hispanic",Female,0,2,A one-family house detached from any other house,"$50,000 to $59,999",Married,200806.0,No,Metro,South,West-South Central,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,Yes,,,,,,,,,,,,,Married,200806.0
2824,3225411,6.0,online,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,yes,yes,Once a month or less,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes,47,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,1,3,A building with 2 or more apartments,"$7,500 to $9,999",Married,201405.0,Yes,Metro,West,Pacific,rented for cash,0,0,0,1,2,Not working - disabled,Yes,Married,201405.0,Married,201305.0,Married,201207.0,Married,201107.0,Married,201007.0,Married,200904.0,Married,200710.0
2825,3226271,1.0,online,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,yes,yes,Once or twice a week,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes,33,25-34,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,2,A one-family house detached from any other house,"$125,000 to $149,999",Married,201405.0,Yes,non-Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,Yes,Married,201405.0,Married,201305.0,Married,201206.0,Married,201108.0,Married,201007.0,Married,200904.0,Married,200711.0
2826,3227752,1.0,online,wave 5 completed,Active,qualified for wave 5,unmarried partners,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,,,Once or twice a week,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,yes,yes,"no, did not marry [name]",,,"No, we have not gotten a domestic partnership or civil union agreement",,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes,81,75+,60+,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,2,A one-family house detached from any other house,"$100,000 to $124,999",Living with partner,201405.0,Yes,Metro,Northeast,New England,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - retired,No,Living with partner,201405.0,Widowed,201305.0,Widowed,201207.0,Widowed,201107.0,Widowed,201007.0,Widowed,200905.0,Widowed,200712.0
