caseid_new,caseid_wave,qualified?,w3_broke_up,w3_xmarry,w3_xdeceased,w3_xpartnered,w3_xss,w3_xlast,w3_xyear,w3_xqualified,w3_status,w3_complete,w3_HCMST_interview_fin_yrmo,w3_days_elapsed,w3_xtype,w3_q1,w3_q2,w3_q3,w3_q4,w3_mbtiming_year,w3_mbtiming_month,w3_q5,w3_q6,w3_q7,w3_q8,w3_q9,w3_q10,w3_nonmbtiming_year,w3_nonmbtiming_month
3869391,3869391_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,yes,201105.0,787.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3870246,3870246_3,disqualified,,,not deceased,unqualified bc broke up at wave 2,,,,unqualified for wave 3,,,,,,,,,,,,,,,,,,,
3871551,3871551_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,762.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3872275,3872275_3,disqualified,,,not deceased,unqualified bc broke up at wave 2,,,,unqualified for wave 3,,,,,,,,,,,,,,,,,,,
3873291,3873291_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,yes,201105.0,789.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3874515,3874515_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,778.0,heterosexual couple,,,,,,,yes,no,"no, did not marry [xNameP]",,,,,
3875581,3875581_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,"subject retired from KN panel, KN decision",no,,,,,,,,,,,,,,,,,
3880631,3880631_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,769.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3882461,3882461_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,"subject retired from KN panel, KN decision",yes,201106.0,831.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3884371,3884371_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,765.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3885693,3885693_3,qualified,broke up,Partnered,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,active member of KN panel,yes,201104.0,765.0,heterosexual couple,,,,,,,no,,,,We broke up,We both equally wanted to break up,2010.0,April
3886611,3886611_3,disqualified,,,not deceased,unqualified bc broke up at wave 2,,,,unqualified for wave 3,,,,,,,,,,,,,,,,,,,
3887361,3887361_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3888595,3888595_3,qualified,,,not deceased,Qualified for follow-up at wave3,yes,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3891381,3891381_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,783.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3892443,3892443_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,761.0,same sex couple,,,,,,,yes,yes,"no, did not marry [xNameP]",,,,,
3894295,3894295_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,yes,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,776.0,same sex couple,,,,,,,yes,yes,"no, did not marry [xNameP]","No, we have not gotten a domestic partnership or civil union agreement",,,,
3896594,3896594_3,qualified,broke up,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201108.0,882.0,heterosexual couple,no,,divorce,We both equally wanted the [divorce/separation].,2010.0,June,,,,,,,,
3897456,3897456_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,yes,201105.0,785.0,same sex couple,,,,,,,yes,yes,"no, did not marry [xNameP]",,,,,
3898286,3898286_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3901781,3901781_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,Do Not Contact- subject withdrew and asked not to be contacted,no,,,,,,,,,,,,,,,,,
3902395,3902395_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3903571,3903571_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,"subject retired from KN panel, KN decision",no,,,,,,,,,,,,,,,,,
3904375,3904375_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,yes,201105.0,785.0,same sex couple,,,,,,,yes,yes,"no, did not marry [xNameP]",,,,,
3906365,3906365_3,disqualified,,,not deceased,unqualified bc broke up at wave 2,,,,unqualified for wave 3,,,,,,,,,,,,,,,,,,,
3909431,3909431_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,Do Not Contact- subject withdrew and asked not to be contacted,no,,,,,,,,,,,,,,,,,
3910661,3910661_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,Do Not Contact- subject withdrew and asked not to be contacted,no,,,,,,,,,,,,,,,,,
3912563,3912563_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,776.0,heterosexual couple,,,,,,,yes,yes,"no, did not marry [xNameP]",,,,,
3913541,3913541_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,yes,201105.0,784.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3914561,3914561_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,Do Not Contact- subject withdrew and asked not to be contacted,no,,,,,,,,,,,,,,,,,
3915415,3915415_3,qualified,broke up,Partnered,not deceased,Qualified for follow-up at wave3,yes,1 year ago,2010.0,qualified for wave 3,"subject retired from KN panel, KN decision",yes,201106.0,837.0,same sex couple,,,,,,,no,,,,We broke up,I wanted to break up more,2011.0,February
3916511,3916511_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,"subject retired from KN panel, KN decision",yes,201106.0,831.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3917481,3917481_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,Do Not Contact- subject withdrew and asked not to be contacted,no,,,,,,,,,,,,,,,,,
3918383,3918383_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,"subject retired from KN panel, KN decision",yes,201106.0,831.0,heterosexual couple,,,,,,,yes,no,"no, did not marry [xNameP]",,,,,
3919306,3919306_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,yes,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,758.0,same sex couple,,,,,,,yes,yes,"no, did not marry [xNameP]","No, we have not gotten a domestic partnership or civil union agreement",,,,
3920521,3920521_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,772.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3921501,3921501_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,"subject retired from KN panel, KN decision",yes,201106.0,831.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3923555,3923555_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,759.0,heterosexual couple,,,,,,,yes,no,"no, did not marry [xNameP]",,,,,
3924481,3924481_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,781.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3925435,3925435_3,disqualified,,,not deceased,unqualified bc broke up at wave 2,,,,unqualified for wave 3,,,,,,,,,,,,,,,,,,,
3926361,3926361_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,769.0,same sex couple,,,,,,,yes,yes,"no, did not marry [xNameP]",,,,,
3927521,3927521_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,Do Not Contact- subject withdrew and asked not to be contacted,no,,,,,,,,,,,,,,,,,
3928361,3928361_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3929554,3929554_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,757.0,heterosexual couple,yes,no,,,,,,,,,,,,
3930426,3930426_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,yes,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,yes,201105.0,785.0,same sex couple,yes,yes,,,,,,,,,,,,
3932306,3932306_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,no,,,,,,,,,,,,,,,,,
3933552,3933552_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,yes,201105.0,784.0,same sex couple,yes,yes,,,,,,,,,,,,
3935335,3935335_3,disqualified,,,not deceased,unqualified bc broke up at wave 2,,,,unqualified for wave 3,,,,,,,,,,,,,,,,,,,
3936511,3936511_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3937436,3937436_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201105.0,796.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3941351,3941351_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201105.0,802.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3945453,3945453_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3946295,3946295_3,disqualified,,,not deceased,unqualified bc broke up at wave 2,,,,unqualified for wave 3,,,,,,,,,,,,,,,,,,,
3949583,3949583_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3950465,3950465_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3952431,3952431_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,yes,201105.0,788.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3953206,3953206_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3954341,3954341_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,"subject retired from KN panel, KN decision",no,,,,,,,,,,,,,,,,,
3957226,3957226_3,disqualified,,,not deceased,unqualified bc broke up at wave 2,,,,unqualified for wave 3,,,,,,,,,,,,,,,,,,,
3958341,3958341_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,yes,201105.0,782.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3959235,3959235_3,disqualified,,,not deceased,unqualified bc broke up at wave 2,,,,unqualified for wave 3,,,,,,,,,,,,,,,,,,,
3960301,3960301_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3962581,3962581_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,Do Not Contact- subject withdrew and asked not to be contacted,no,,,,,,,,,,,,,,,,,
3965421,3965421_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,778.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3968596,3968596_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,Do Not Contact- subject withdrew and asked not to be contacted,no,,,,,,,,,,,,,,,,,
3971256,3971256_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3974261,3974261_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,769.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3975505,3975505_3,qualified,broke up,Partnered,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,yes,201105.0,781.0,same sex couple,,,,,,,no,,,,We broke up,I wanted to break up more,2010.0,January
3976383,3976383_3,qualified,broke up,Partnered,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,762.0,heterosexual couple,,,,,,,no,,,,We broke up,I wanted to break up more,2010.0,August
3977691,3977691_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,no,,,,,,,,,,,,,,,,,
3979235,3979235_3,qualified,broke up,Partnered,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201108.0,888.0,heterosexual couple,,,,,,,no,,,,We broke up,[xNameP] wanted to break up more,2011.0,June
3980413,3980413_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,757.0,same sex couple,,,,,,,yes,yes,"no, did not marry [xNameP]",,,,,
3981321,3981321_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,755.0,heterosexual couple,yes,no,,,,,,,,,,,,
3982235,3982235_3,disqualified,,,not deceased,unqualified bc broke up at wave 2,,,,unqualified for wave 3,,,,,,,,,,,,,,,,,,,
3984371,3984371_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201108.0,891.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3986455,3986455_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,774.0,same sex couple,,,,,,,yes,yes,"no, did not marry [xNameP]",,,,,
3987371,3987371_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,771.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3989245,3989245_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3990426,3990426_3,qualified,broke up,Partnered,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,yes,201105.0,796.0,same sex couple,,,,,,,no,,,,We broke up,I wanted to break up more,2010.0,September
3991391,3991391_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3993486,3993486_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3994301,3994301_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201105.0,798.0,heterosexual couple,yes,yes,,,,,,,,,,,,
