caseid_new,caseid_wave,qualified?,w2_broke_up,w2_xmarry,w2_deceased,w2_panelstat,w2_donotcontact,w2_assigned,w2_f1complete,w2_HCMST_interview_fin_yrmo,w2_xss,w2_q1,w2_q5,w2_q2,w2_q3,w2_q4,w2_q6,w2_q7,w2_q8,w2_q9,w2_q10
4139266,4139266_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201005.0,no,,yes,,,,yes,"no, did not marry [partner]",,,
4140291,4140291_2,qualified,,,not deceased,withdrawn kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
4141421,4141421_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
4142622,4142622_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,no,,yes,,,,no,"no, did not marry [partner]",,,
4143305,4143305_2,qualified,,,not deceased,active kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
4145331,4145331_2,qualified,,,not deceased,active kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
4147263,4147263_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,yes,,,,yes,"no, did not marry [partner]",,,
4148521,4148521_2,qualified,,,not deceased,withdrawn kn panelist,withdrawn case on noncontact list,not assigned to survey,did not complete followup survey,,,,,,,,,,,,
4149281,4149281_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
4150351,4150351_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201005.0,no,yes,,yes,,,,,,,
4154401,4154401_2,qualified,broke up,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201006.0,no,,no,,,,,,,we broke up,[partner] wanted to break up more
4156566,4156566_2,qualified,,,not deceased,withdrawn kn panelist,withdrawn case on noncontact list,not assigned to survey,did not complete followup survey,,,,,,,,,,,,
4158544,4158544_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,no,yes,,no,,,,,,,
4161446,4161446_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
4162836,4162836_2,qualified,,,not deceased,withdrawn kn panelist,withdrawn case on noncontact list,not assigned to survey,did not complete followup survey,,,,,,,,,,,,
4164546,4164546_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,"yes, qualified to ask about new domestic parterships",,yes,,,,yes,"no, did not marry [partner]","no, we have not gotten a domestic partnership or civil union agreement",,
4165616,4165616_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,"yes, qualified to ask about new domestic parterships",,yes,,,,yes,"no, did not marry [partner]","no, we have not gotten a domestic partnership or civil union agreement",,
4167361,4167361_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
4168555,4168555_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,yes,,,,no,"no, did not marry [partner]",,,
4169431,4169431_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
4170295,4170295_2,qualified,broke up,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,no,,,,,,,we broke up,i wanted to break up more
4171621,4171621_2,qualified,partner passed away,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,no,,,"[partner] passed away, is deceased",,,,,,
4172215,4172215_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,yes,,,,yes,"yes, married [partner]",,,
4174761,4174761_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
4175506,4175506_2,qualified,broke up,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,no,,,,,,,we broke up,i wanted to break up more
4176275,4176275_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,yes,,,,yes,"no, did not marry [partner]",,,
4177791,4177791_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
4178551,4178551_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
4180501,4180501_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
4181551,4181551_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
4182701,4182701_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201005.0,no,yes,,yes,,,,,,,
4183235,4183235_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,yes,,,,yes,"no, did not marry [partner]",,,
4187491,4187491_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
4190391,4190391_2,qualified,,,not deceased,active kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
4191521,4191521_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
4192621,4192621_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
4193661,4193661_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
4194511,4194511_2,qualified,broke up,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,no,,,separation with no divorce,we both equally wanted the [divorce/separation],,,,,
4195661,4195661_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
4197351,4197351_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
4198592,4198592_2,qualified,,,apparently deceased,active kn panelist,all other cases,not assigned to survey,did not complete followup survey,,,,,,,,,,,,
4199553,4199553_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,no,,,,,,,
4201445,4201445_2,qualified,,,not deceased,active kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
4202381,4202381_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
4203591,4203591_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
4204465,4204465_2,qualified,broke up,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,no,,,,,,,we broke up,i wanted to break up more
4205251,4205251_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
4210581,4210581_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201005.0,no,yes,,yes,,,,,,,
4212411,4212411_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
4215471,4215471_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
4216511,4216511_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
4218401,4218401_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
4219751,4219751_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
4220781,4220781_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
4221761,4221761_2,qualified,partner passed away,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,no,,,"[partner] passed away, is deceased",,,,,,
4222515,4222515_2,qualified,broke up,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,no,,,,,,,we broke up,i wanted to break up more
4224431,4224431_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201006.0,no,yes,,yes,,,,,,,
4226275,4226275_2,qualified,,,not deceased,active kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
4227451,4227451_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
4228671,4228671_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
4229591,4229591_2,qualified,partner passed away,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,no,,,"[partner] passed away, is deceased",,,,,,
4231311,4231311_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201005.0,no,yes,,yes,,,,,,,
4233321,4233321_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
4234601,4234601_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
4236251,4236251_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201005.0,no,yes,,yes,,,,,,,
