caseid_new,pp5_ppage,pp5_ppagecat,pp5_ppagect4,pp5_ppeduc,pp5_ppeducat,pp5_ppethm,pp5_ppgender,pp5_pphhhead,pp5_pphhsize,pp5_pphouse,pp5_ppincimp,pp5_ppmarit,pp5_ppcmdate_yrmo,pp5_newer,pp5_ppmsacat,pp5_ppreg4,pp5_ppreg9,pp5_pprent,pp5_ppt01,pp5_ppt25,pp5_ppt612,pp5_ppt1317,pp5_ppt18ov,pp5_ppwork,pp5_ppnet,ppmarit_2014,ppcmarit_2014_yrmo,ppmarit_2013,ppcmarit_2013_yrmo,ppmarit_2012,ppcmarit_2012_yrmo,ppmarit_2011,ppcmarit_2011_yrmo,ppmarit_2010,ppcmarit_2010_yrmo,ppmarit_2009,ppcmarit_2009_yrmo,ppmarit_2007,ppcmarit_2007_yrmo
4338683,74,65-74,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,1,1,A mobile home,"$20,000 to $24,999",Divorced,201405.0,Yes,Metro,Midwest,East-North Central,Occupied without payment,0,0,0,0,1,Not working - retired,Yes,Divorced,201405.0,Divorced,201306.0,Divorced,201207.0,Divorced,201107.0,Divorced,201007.0,Divorced,200904.0,Divorced,200711.0
4340431,49,45-54,45-59,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,2,A one-family house detached from any other house,"$75,000 to $84,999",Married,200904.0,No,Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,Yes,,,,,,,,,,,Married,200904.0,Married,200711.0
4341503,56,55-64,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"2+ Races, Non-Hispanic",Male,0,1,A building with 2 or more apartments,"$7,500 to $9,999",Divorced,201007.0,No,Metro,South,East-South Central,rented for cash,0,0,0,0,1,Not working - disabled,Yes,,,,,,,,,Divorced,201007.0,Divorced,200908.0,Divorced,200712.0
4342712,76,75+,60+,11th grade,Less than high school,"White, Non-Hispanic",Female,1,1,A building with 2 or more apartments,"$7,500 to $9,999",Widowed,201002.0,No,Metro,South,West-South Central,rented for cash,0,0,0,0,1,Not working - disabled,Yes,,,,,,,,,,,Widowed,201002.0,Widowed,200710.0
4343316,35,35-44,30-44,Bachelors degree,Bachelor's degree or higher,"Other, Non-Hispanic",Male,1,2,A building with 2 or more apartments,"$50,000 to $59,999",Married,201404.0,Yes,Metro,Northeast,Mid-Atlantic,rented for cash,0,0,0,0,2,Working - as a paid employee,No,Married,201404.0,Married,201305.0,Married,201206.0,Never married,201107.0,Living with partner,201007.0,Never married,200904.0,Living with partner,200805.0
4344621,68,65-74,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,2,A one-family house detached from any other house,"$50,000 to $59,999",Married,201404.0,Yes,Metro,Midwest,West-North Central,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - retired,Yes,Married,201404.0,Married,201305.0,Married,201208.0,Married,201106.0,Married,201007.0,Married,200904.0,Married,200802.0
4346371,43,35-44,30-44,"Some college, no degree",Some college,"White, Non-Hispanic",Male,1,5,A one-family house detached from any other house,"$100,000 to $124,999",Married,201405.0,Yes,Metro,South,East-South Central,Owned or being bought by you or someone in household,0,1,0,1,3,Working - as a paid employee,Yes,Married,201405.0,Married,201305.0,Married,201206.0,Married,201106.0,Married,201007.0,Married,200904.0,Married,200807.0
4347515,57,55-64,45-59,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,1,A building with 2 or more apartments,"$20,000 to $24,999",Never married,201405.0,Yes,Metro,South,South Atlantic,rented for cash,0,0,0,0,1,Working - as a paid employee,No,Never married,201405.0,Never married,201305.0,Never married,201206.0,Never married,201107.0,Never married,201007.0,Never married,200904.0,Never married,200710.0
4349761,81,75+,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,1,2,A mobile home,"$30,000 to $34,999",Married,200904.0,No,Metro,West,Mountain,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - retired,Yes,,,,,,,,,,,Married,200904.0,Married,200711.0
4350661,71,65-74,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,1,2,A one-family house detached from any other house,"$50,000 to $59,999",Married,201404.0,Yes,Metro,West,Mountain,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - retired,No,Married,201404.0,Married,201305.0,Married,201206.0,Married,201107.0,Married,201007.0,Married,200904.0,Married,200711.0
4353411,46,45-54,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,5,A one-family house detached from any other house,"$20,000 to $24,999",Married,201207.0,No,Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,0,2,3,Working - as a paid employee,Yes,,,,,Married,201207.0,Married,201107.0,Married,201007.0,Married,200905.0,Married,200711.0
4354641,70,65-74,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Hispanic,Female,1,2,A one-family house detached from any other house,"$50,000 to $59,999",Married,201405.0,Yes,Metro,Midwest,West-North Central,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - retired,Yes,Married,201405.0,Married,201305.0,Married,201206.0,Married,201106.0,Married,201007.0,Married,200904.0,Married,200808.0
4355611,66,65-74,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Male,1,2,A one-family house detached from any other house,"$40,000 to $49,999",Married,201408.0,Yes,Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - retired,Yes,Married,201408.0,Married,201306.0,Married,201207.0,Married,201107.0,Married,201007.0,Married,200904.0,Married,200801.0
4356205,26,25-34,18-29,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,1,6,A mobile home,"$30,000 to $34,999",Living with partner,201405.0,Yes,non-Metro,South,East-South Central,Owned or being bought by you or someone in household,0,3,0,0,3,Working - as a paid employee,Yes,Living with partner,201405.0,Living with partner,201312.0,Living with partner,201208.0,Living with partner,201203.0,Living with partner,201010.0,Never married,200904.0,Never married,200712.0
4357682,73,65-74,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,1,1,A one-family house detached from any other house,"$10,000 to $12,499",Widowed,200907.0,No,Metro,West,Mountain,Owned or being bought by you or someone in household,0,0,0,0,1,Not working - retired,Yes,,,,,,,,,,,Widowed,200907.0,Widowed,200710.0
4358431,48,45-54,45-59,Associate degree,Some college,"White, Non-Hispanic",Female,1,5,A one-family house detached from any other house,"$85,000 to $99,999",Married,200904.0,No,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in household,0,0,0,1,4,Working - as a paid employee,Yes,,,,,,,,,,,Married,200904.0,Married,200710.0
4359391,44,35-44,30-44,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,1,4,A one-family house detached from any other house,"$75,000 to $84,999",Married,200904.0,No,non-Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,0,1,3,Working - as a paid employee,Yes,,,,,,,,,,,Married,200904.0,Married,200712.0
4360494,55,55-64,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"Black, Non-Hispanic",Female,0,3,A one-family house detached from any other house,"$20,000 to $24,999",Separated,201206.0,No,Metro,South,West-South Central,Occupied without payment,0,0,0,0,3,Working - as a paid employee,No,,,,,Separated,201206.0,Separated,201106.0,Separated,201007.0,Separated,200907.0,Separated,200710.0
4361581,64,55-64,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Female,1,2,A one-family house detached from any other house,"$50,000 to $59,999",Married,201007.0,No,non-Metro,West,Pacific,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - other,Yes,,,,,,,,,Married,201007.0,Married,200904.0,Married,200712.0
4362533,58,55-64,45-59,"Some college, no degree",Some college,"White, Non-Hispanic",Male,1,1,A one-family house detached from any other house,"$60,000 to $74,999",Divorced,201405.0,Yes,Metro,South,West-South Central,Owned or being bought by you or someone in household,0,0,0,0,1,Working - as a paid employee,Yes,Divorced,201405.0,Divorced,201305.0,Divorced,201207.0,Divorced,201107.0,Divorced,201007.0,Divorced,200904.0,Divorced,200801.0
4363503,56,55-64,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,1,1,A mobile home,"$5,000 to $7,499",Divorced,200904.0,No,Metro,South,West-South Central,Owned or being bought by you or someone in household,0,0,0,0,1,Not working - looking for work,Yes,,,,,,,,,,,Divorced,200904.0,Divorced,200711.0
4364852,91,75+,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,1,1,A one-family house detached from any other house,"$20,000 to $24,999",Widowed,200904.0,No,Metro,Midwest,West-North Central,Owned or being bought by you or someone in household,0,0,0,0,1,Not working - retired,Yes,,,,,,,,,,,Widowed,200904.0,Widowed,200710.0
4365483,53,45-54,45-59,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,1,A one-family house detached from any other house,"$75,000 to $84,999",Divorced,200904.0,No,Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,0,0,1,Working - as a paid employee,Yes,,,,,,,,,,,Divorced,200904.0,Divorced,200711.0
4366752,81,75+,60+,12th grade NO DIPLOMA,Less than high school,"2+ Races, Non-Hispanic",Female,1,1,A mobile home,"$15,000 to $19,999",Widowed,201405.0,Yes,Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,0,0,1,Not working - retired,No,Widowed,201405.0,Widowed,201305.0,Widowed,201207.0,Widowed,201106.0,Widowed,201007.0,Widowed,200904.0,Widowed,200711.0
4367541,60,55-64,60+,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,3,A one-family house attached to one or more houses,"$125,000 to $149,999",Married,201405.0,Yes,Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,0,0,3,Not working - retired,Yes,Married,201405.0,Married,201305.0,Married,201207.0,Married,201107.0,Married,201007.0,Married,200905.0,Married,200801.0
4368281,34,25-34,30-44,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,3,A one-family house detached from any other house,"$85,000 to $99,999",Married,201210.0,No,Metro,West,Mountain,Owned or being bought by you or someone in household,0,1,0,0,2,Working - self-employed,Yes,,,,,Married,201210.0,Married,201108.0,Married,201007.0,Married,200904.0,Married,200712.0
4369762,81,75+,60+,10th grade,Less than high school,"White, Non-Hispanic",Female,1,1,A mobile home,"$20,000 to $24,999",Widowed,200904.0,No,non-Metro,West,Mountain,Owned or being bought by you or someone in household,0,0,0,0,1,Not working - retired,Yes,,,,,,,,,,,Widowed,200904.0,Widowed,200711.0
4370581,64,55-64,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Male,1,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,201405.0,Yes,Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - disabled,Yes,Married,201405.0,Married,201305.0,Married,201207.0,Married,201106.0,Married,201007.0,Married,200904.0,Married,200802.0
4371446,50,45-54,45-59,"Some college, no degree",Some college,"White, Non-Hispanic",Female,1,2,A one-family house detached from any other house,"$85,000 to $99,999",Married,201305.0,No,Metro,South,West-South Central,Owned or being bought by you or someone in household,0,0,0,0,2,Working - self-employed,Yes,,,Married,201305.0,Married,201209.0,Married,201108.0,Living with partner,201008.0,Living with partner,200905.0,Living with partner,200802.0
4372371,43,35-44,30-44,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,2,A one-family house detached from any other house,"$40,000 to $49,999",Married,201410.0,Yes,Metro,West,Mountain,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,Yes,Married,201410.0,Married,201305.0,Married,201206.0,Married,201107.0,Married,201007.0,Married,200904.0,Married,200802.0
4373503,56,55-64,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"Black, Non-Hispanic",Female,1,2,A one-family house detached from any other house,"$7,500 to $9,999",Divorced,201007.0,No,Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - disabled,No,,,,,,,,,Divorced,201007.0,Divorced,201002.0,Divorced,200801.0
4374722,78,75+,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,1,A one-family house detached from any other house,"$20,000 to $24,999",Widowed,201406.0,Yes,Metro,West,Mountain,Owned or being bought by you or someone in household,0,0,0,0,1,Not working - retired,Yes,Widowed,201406.0,Widowed,201306.0,Widowed,201207.0,Widowed,201107.0,Widowed,201007.0,Widowed,200904.0,Widowed,200712.0
4377571,63,55-64,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,1,2,A one-family house detached from any other house,"$25,000 to $29,999",Married,201405.0,Yes,non-Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - disabled,No,Married,201405.0,Married,201305.0,Married,201206.0,Married,201106.0,Married,201007.0,Married,200904.0,Married,200801.0
4378411,47,45-54,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,2,A one-family house detached from any other house,"$60,000 to $74,999",Divorced,201408.0,Yes,non-Metro,Northeast,New England,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,Yes,Divorced,201408.0,Divorced,201306.0,Divorced,201206.0,Divorced,201106.0,Married,201007.0,Married,200905.0,Married,200711.0
4379691,75,75+,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,1,2,A one-family house detached from any other house,"$40,000 to $49,999",Married,200904.0,No,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - retired,Yes,,,,,,,,,,,Married,200904.0,Married,200808.0
4380441,50,45-54,45-59,"Some college, no degree",Some college,"White, Non-Hispanic",Male,1,2,A mobile home,"$40,000 to $49,999",Married,200904.0,No,non-Metro,South,East-South Central,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,Yes,,,,,,,,,,,Married,200904.0,Married,200712.0
4381301,36,35-44,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,2,A one-family house attached to one or more houses,"$50,000 to $59,999",Married,201405.0,Yes,Metro,West,Pacific,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,Yes,Married,201405.0,Married,201305.0,Married,201209.0,Married,201107.0,Married,201007.0,Married,200905.0,Married,200710.0
4382215,26,25-34,18-29,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,3,A one-family house detached from any other house,"$85,000 to $99,999",Living with partner,201405.0,Yes,Metro,West,Pacific,Owned or being bought by you or someone in household,0,0,0,0,3,Not working - other,Yes,Living with partner,201405.0,Never married,201305.0,Never married,201207.0,Never married,201107.0,Never married,201007.0,Never married,200904.0,Never married,200806.0
4384351,40,35-44,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,4,A one-family house detached from any other house,"$40,000 to $49,999",Married,201404.0,Yes,non-Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,0,1,3,Working - as a paid employee,Yes,Married,201404.0,Married,201305.0,Married,201207.0,Married,201106.0,Married,201007.0,Married,200904.0,Married,200710.0
4386461,52,45-54,45-59,7th or 8th grade,Less than high school,Hispanic,Male,1,4,A building with 2 or more apartments,"$60,000 to $74,999",Married,201405.0,Yes,Metro,West,Pacific,rented for cash,1,1,0,0,2,Working - as a paid employee,Yes,Married,201405.0,Married,201305.0,Married,201206.0,Married,201107.0,Married,201007.0,Married,200904.0,Married,200805.0
