caseid_new,weight1,weight2,ppage,ppagecat,ppagect4,ppeduc,ppeducat,ppethm,ppgender,pphhhead,pphouseholdsize,pphouse,ppincimp,hhinc,ppmarit,ppmsacat,ppreg4,ppreg9,pprent,ppt01,ppt1317,ppt18ov,ppt25,ppt612,children_in_hh,ppwork,ppnet,ppq14arace,pphispan,pprace_white,pprace_black,pprace_nativeamerican,pprace_asianindian,pprace_chinese,pprace_filipino,pprace_japanese,pprace_korean,pprace_vietnamese,pprace_otherasian,pprace_hawaiian,pprace_guamanian,pprace_samoan,pprace_otherpacificislander,pprace_someotherrace,papglb_friend,pppartyid3,papevangelical,papreligion,ppppcmdate_yrmo,pppadate_yrmo
3643584,120335,120335.0,58,55-64,45-59,high school graduate - high school diploma or the equivalent (ged),high school,"black, non-hispanic",female,yes,1,a building with 2 or more apartments,"$7,500 to $9,999",8750.0,separated,metro,midwest,east-north central,owned or being bought by you or someone in your household,0,0,2,0,0,0,not working - disabled,no,not asked,"no, i am not",no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",democrat,yes,baptist-any denomination,200711.0,200711.0
3644396,48234,48234.0,39,35-44,30-44,high school graduate - high school diploma or the equivalent (ged),high school,"2+ races, non-hispanic",male,no,7,a one-family house detached from any other house,"$50,000 to $59,999",55000.0,living with partner,non-metro,south,east-south central,rented for cash,0,1,2,0,0,1,not working - on temporary layoff from a job,yes,white,"no, i am not",yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,republican,yes,none,200712.0,200712.0
3645255,46394,46394.0,25,25-34,18-29,bachelors degree,bachelor's degree or higher,"white, non-hispanic",female,yes,3,a building with 2 or more apartments,"$60,000 to $74,999",67250.0,never married,metro,west,pacific,rented for cash,0,0,3,0,0,0,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",democrat,no,"other non-christian, please specify:",200711.0,200709.0
3646495,46192,46192.0,49,45-54,45-59,"some college, no degree",some college,"white, non-hispanic",male,no,2,a building with 2 or more apartments,"less than $5,000",2500.0,never married,metro,west,pacific,rented for cash,0,0,1,0,0,0,working - as a paid employee,no,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,no,none,200710.0,200709.0
3647521,2861,2861.0,52,45-54,45-59,high school graduate - high school diploma or the equivalent (ged),high school,"2+ races, non-hispanic",male,yes,2,a one-family house detached from any other house,"$60,000 to $74,999",67250.0,married,non-metro,south,south atlantic,owned or being bought by you or someone in your household,0,0,2,0,0,0,working - as a paid employee,yes,american indian or alaska native,"no, i am not",yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,"yes, both",republican,yes,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",200710.0,200709.0
3648792,60122,,79,75+,60+,7th or 8th grade,less than high school,"white, non-hispanic",female,no,1,a one-family house detached from any other house,"$40,000 to $49,999",45000.0,widowed,metro,south,south atlantic,owned or being bought by you or someone in your household,0,0,2,0,0,0,not working - retired,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,no,catholic,200711.0,200709.0
3649511,2699,2699.0,51,45-54,45-59,"some college, no degree",some college,"white, non-hispanic",female,yes,6,a one-family house detached from any other house,"$100,000 to $124,999",112250.0,married,metro,midwest,east-north central,rented for cash,0,1,3,0,2,3,not working - other,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",democrat,no,none,200810.0,200810.0
3650431,180985,180985.0,43,35-44,30-44,high school graduate - high school diploma or the equivalent (ged),high school,"white, non-hispanic",male,yes,4,a one-family house detached from any other house,"$85,000 to $99,999",92250.0,married,metro,northeast,mid-atlantic,owned or being bought by you or someone in your household,0,0,2,0,2,2,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",democrat,no,catholic,200711.0,200712.0
3651501,60427,60427.0,50,45-54,45-59,high school graduate - high school diploma or the equivalent (ged),high school,"white, non-hispanic",female,yes,2,a one-family house detached from any other house,"$15,000 to $19,999",17250.0,married,non-metro,south,east-south central,owned or being bought by you or someone in your household,0,0,2,0,0,0,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,yes,baptist-any denomination,200710.0,200709.0
3653195,68915,,19,18-24,18-29,high school graduate - high school diploma or the equivalent (ged),high school,"white, non-hispanic",male,no,4,a one-family house detached from any other house,"$175,000 or more",200000.0,never married,metro,midwest,east-north central,owned or being bought by you or someone in your household,0,0,4,0,0,0,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,yes,baptist-any denomination,200711.0,200711.0
3657561,2783,2783.0,56,55-64,45-59,bachelors degree,bachelor's degree or higher,"white, non-hispanic",female,yes,2,a building with 2 or more apartments,"$40,000 to $49,999",45000.0,married,metro,west,mountain,rented for cash,0,0,2,0,0,0,not working - looking for work,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",democrat,no,jewish,200712.0,200712.0
3658711,63834,63834.0,71,65-74,60+,"some college, no degree",some college,"white, non-hispanic",female,yes,2,a one-family house detached from any other house,"$50,000 to $59,999",55000.0,married,metro,west,pacific,owned or being bought by you or someone in your household,0,0,2,0,0,0,not working - retired,no,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, relatives",republican,yes,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",200710.0,200711.0
3659523,80487,80487.0,52,45-54,45-59,7th or 8th grade,less than high school,"white, non-hispanic",female,no,2,a one-family house detached from any other house,"$40,000 to $49,999",45000.0,divorced,metro,midwest,east-north central,owned or being bought by you or someone in your household,0,0,2,0,0,0,not working - other,no,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",democrat,no,none,200710.0,200709.0
3660426,3858,3858.0,42,35-44,30-44,bachelors degree,bachelor's degree or higher,"white, non-hispanic",male,yes,2,a one-family house detached from any other house,"$125,000 to $149,999",137250.0,living with partner,metro,midwest,east-north central,owned or being bought by you or someone in your household,0,0,2,0,0,0,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",democrat,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",200710.0,200709.0
3661281,42362,42362.0,28,25-34,18-29,"some college, no degree",some college,"white, non-hispanic",female,no,5,a one-family house detached from any other house,"$75,000 to $84,999",80000.0,married,metro,south,south atlantic,owned or being bought by you or someone in your household,0,0,3,1,0,1,not working - other,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",republican,yes,baptist-any denomination,200710.0,200710.0
3662912,35374,35374.0,91,75+,60+,10th grade,less than high school,"white, non-hispanic",male,yes,1,a one-family house detached from any other house,"$60,000 to $74,999",67250.0,widowed,metro,west,pacific,owned or being bought by you or someone in your household,0,0,1,0,0,0,not working - retired,no,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",republican,no,catholic,200710.0,200709.0
3663613,64368,64368.0,61,55-64,60+,"some college, no degree",some college,"white, non-hispanic",female,yes,1,a one-family house detached from any other house,"$40,000 to $49,999",45000.0,divorced,metro,west,pacific,owned or being bought by you or someone in your household,0,0,1,0,0,0,working - as a paid employee,no,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,no,none,200710.0,200709.0
3664623,522,,62,55-64,60+,bachelors degree,bachelor's degree or higher,"2+ races, non-hispanic",female,yes,1,a building with 2 or more apartments,"$25,000 to $29,999",27250.0,divorced,metro,west,pacific,owned or being bought by you or someone in your household,0,0,1,0,0,0,working - self-employed,yes,refused,"no, i am not",yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",democrat,no,"other non-christian, please specify:",200809.0,200809.0
3665205,52063,52063.0,20,18-24,18-29,"some college, no degree",some college,"white, non-hispanic",female,no,4,a building with 2 or more apartments,"$75,000 to $84,999",80000.0,never married,metro,northeast,mid-atlantic,owned or being bought by you or someone in your household,0,1,3,0,0,1,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",democrat,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",200709.0,200710.0
3666235,71840,71840.0,23,18-24,18-29,high school graduate - high school diploma or the equivalent (ged),high school,"white, non-hispanic",female,no,4,a one-family house detached from any other house,"$50,000 to $59,999",55000.0,never married,non-metro,south,south atlantic,owned or being bought by you or someone in your household,0,0,5,0,0,0,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",republican,no,other christian,200712.0,200712.0
3667552,54477,54477.0,55,55-64,45-59,11th grade,less than high school,"black, non-hispanic",female,yes,1,a building with 2 or more apartments,"$15,000 to $19,999",17250.0,widowed,metro,south,south atlantic,rented for cash,0,0,3,0,0,0,not working - disabled,no,not asked,"no, i am not",no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, relatives",democrat,yes,baptist-any denomination,200710.0,200709.0
3668296,62860,62860.0,29,25-34,18-29,7th or 8th grade,less than high school,hispanic,female,no,3,a one-family house detached from any other house,"$35,000 to $39,999",37250.0,living with partner,metro,south,west-south central,owned or being bought by you or someone in your household,0,0,2,1,0,1,not working - disabled,yes,not asked,"yes, mexican, mexican-american, chicano",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",republican,no,catholic,200806.0,200806.0
3669296,13435,,29,25-34,18-29,"some college, no degree",some college,"white, non-hispanic",female,no,5,a one-family house detached from any other house,"$40,000 to $49,999",45000.0,living with partner,metro,midwest,east-north central,owned or being bought by you or someone in your household,0,0,2,1,1,2,not working - looking for work,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",democrat,yes,catholic,200710.0,200709.0
3670235,45726,,23,18-24,18-29,bachelors degree,bachelor's degree or higher,"white, non-hispanic",male,no,2,a one-family house detached from any other house,"$175,000 or more",200000.0,never married,metro,midwest,west-north central,owned or being bought by you or someone in your household,0,0,3,0,0,0,not working - other,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",republican,no,catholic,200804.0,200801.0
3671501,41298,41298.0,50,45-54,45-59,bachelors degree,bachelor's degree or higher,"white, non-hispanic",male,yes,2,a one-family house detached from any other house,"$100,000 to $124,999",112250.0,married,metro,midwest,east-north central,owned or being bought by you or someone in your household,0,0,2,0,0,0,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,yes,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",200710.0,200710.0
3673441,151941,151941.0,44,35-44,30-44,high school graduate - high school diploma or the equivalent (ged),high school,"white, non-hispanic",male,yes,3,a one-family house detached from any other house,"$85,000 to $99,999",92250.0,married,metro,south,south atlantic,owned or being bought by you or someone in your household,0,0,2,1,0,1,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,yes,pentecostal,200711.0,200801.0
3674446,79049,79049.0,44,35-44,30-44,bachelors degree,bachelor's degree or higher,hispanic,female,yes,2,a one-family house attached to one or more houses,"$175,000 or more",200000.0,living with partner,metro,west,pacific,owned or being bought by you or someone in your household,0,0,1,0,0,0,working - self-employed,yes,not asked,"yes, other spanish/hispanic/latino",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",democrat,no,none,200710.0,200709.0
3676534,1844,1844.0,53,45-54,45-59,bachelors degree,bachelor's degree or higher,"white, non-hispanic",female,yes,1,a one-family house detached from any other house,"$75,000 to $84,999",80000.0,separated,metro,west,pacific,owned or being bought by you or someone in your household,0,0,2,0,0,0,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",democrat,no,jewish,200805.0,200806.0
3677603,6982,,60,55-64,60+,high school graduate - high school diploma or the equivalent (ged),high school,"white, non-hispanic",male,yes,1,a one-family house detached from any other house,"$40,000 to $49,999",45000.0,divorced,metro,northeast,new england,owned or being bought by you or someone in your household,0,0,1,0,0,0,not working - retired,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",republican,no,none,200711.0,200709.0
3678386,3416,3416.0,38,35-44,30-44,masters degree,bachelor's degree or higher,"white, non-hispanic",male,yes,4,a one-family house attached to one or more houses,"$150,000 to $174,999",162250.0,living with partner,metro,midwest,east-north central,owned or being bought by you or someone in your household,0,0,2,0,1,1,working - self-employed,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",democrat,no,none,200802.0,200806.0
3679261,70098,70098.0,26,25-34,18-29,"some college, no degree",some college,"white, non-hispanic",female,yes,6,a one-family house attached to one or more houses,"$50,000 to $59,999",55000.0,married,metro,south,south atlantic,rented for cash,0,2,2,0,2,4,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",republican,no,catholic,200802.0,200709.0
3680565,2831,,56,55-64,45-59,professional or doctorate degree,bachelor's degree or higher,"white, non-hispanic",male,yes,1,a building with 2 or more apartments,"$85,000 to $99,999",92250.0,never married,metro,northeast,mid-atlantic,rented for cash,0,0,1,0,0,0,working - self-employed,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",democrat,no,catholic,200802.0,200709.0
