caseid_new,xw6_marry,pp6_ppage,pp6_ppagecat,pp6_ppagect4,pp6_ppeduc,pp6_ppeducat,pp6_ppethm,pp6_ppgender,pp6_pphhhead,pp6_pphhsize,pp6_pphouse,pp6_ppincimp,pp6_ppmarit,pp6_ppmsacat,pp6_PPREG4,pp6_ppreg9,pp6_pprent,pp6_PPT01,pp6_PPT25,pp6_PPT612,pp6_PPT1317,pp6_PPT18OV,pp6_ppwork,w6_relate_status
4193661,married,74,65-74,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Hispanic,Male,Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
4195661,married,74,65-74,60+,11th grade,Less than high school,"White, Non-Hispanic",Male,Yes,4,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,2,2,Not working - retired,"was married, remained married"
4197351,married,43,35-44,30-44,Masters degree,Bachelor's degree or higher,Hispanic,Female,Yes,4,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,2,0,2,Not working - other,"was married, remained married"
4202381,married,46,45-54,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,4,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,2,0,2,Working - self-employed,"was married, remained married"
4212411,married,49,45-54,45-59,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,4,A one-family house detached from any other house,"$125,000 to $149,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,1,1,2,Working - as a paid employee,"was married, remained married"
4216511,married,59,55-64,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
4220781,married,87,75+,60+,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,1,A one-family house detached from any other house,"$50,000 to $59,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,"was married, remained married"
4239461,married,54,45-54,45-59,Associate degree,Some college,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,Northeast,New England,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
4240551,married,63,55-64,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,Non-Metro,South,East-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
4252251,married,33,25-34,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,5,A one-family house detached from any other house,"$40,000 to $49,999",Married,Non-Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,1,2,0,0,2,Working - as a paid employee,"was married, remained married"
4254681,married,77,75+,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house attached to one or more houses,"$85,000 to $99,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
4265461,married,55,55-64,45-59,Associate degree,Some college,Hispanic,Male,Yes,1,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,"was married, remained married"
4275581,married,66,65-74,60+,Bachelors degree,Bachelor's degree or higher,Hispanic,Female,Yes,2,A one-family house detached from any other house,"$125,000 to $149,999",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
4280781,married,87,75+,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$20,000 to $24,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
4288421,married,50,45-54,45-59,"Some college, no degree",Some college,"White, Non-Hispanic",Male,Yes,5,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,2,3,Not working - retired,"was married, remained married"
4299381,married,47,45-54,45-59,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,1,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,"was married, remained married"
4300261,married,34,25-34,30-44,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,No,3,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,South,West-South Central,Occupied without payment of cash rent,0,1,0,0,2,Working - as a paid employee,"was married, remained married"
4308551,married,64,55-64,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$35,000 to $39,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
4313491,married,57,55-64,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,Yes,3,A mobile home,"$20,000 to $24,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,3,Not working - disabled,"was married, remained married"
4317556,unmarried partners,64,55-64,60+,9th grade,Less than high school,"2+ Races, Non-Hispanic",Female,Yes,1,A mobile home,"$7,500 to $9,999",Widowed,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,"was unmarried, broke up"
4320771,married,85,75+,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,1,A one-family house detached from any other house,"$50,000 to $59,999",Widowed,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,"was married, remained married"
4331731,married,82,75+,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$20,000 to $24,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
4332581,married,67,65-74,60+,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$200,000 to $249,999",Married,Non-Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
4344621,married,70,65-74,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
4346371,married,45,45-54,45-59,"Some college, no degree",Some college,"White, Non-Hispanic",Male,Yes,4,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,South,East-South Central,Owned or being bought by you or someone in your household,0,0,1,0,3,Working - as a paid employee,"was married, remained married"
4354641,married,73,65-74,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Hispanic,Female,Yes,2,A one-family house detached from any other house,"$50,000 to $59,999",Married,Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
4355611,married,69,65-74,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,Non-Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
4367541,married,62,55-64,60+,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
4370581,married,67,65-74,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$50,000 to $59,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
4372371,married,45,45-54,45-59,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
4381301,married,39,35-44,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,2,A one-family house attached to one or more houses,"$50,000 to $59,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
4384351,married,43,35-44,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,4,A one-family house detached from any other house,"$85,000 to $99,999",Married,Non-Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,4,Working - as a paid employee,"was married, remained married"
4386461,married,54,45-54,45-59,7th or 8th grade,Less than high school,Hispanic,Male,Yes,7,A one-family house attached to one or more houses,"$50,000 to $59,999",Married,Metro,West,Pacific,Rented for cash,0,3,0,0,4,Working - as a paid employee,"was married, remained married"
4390521,married,60,55-64,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,1,A building with 2 or more apartments,"$50,000 to $59,999",Separated,Metro,South,West-South Central,Rented for cash,0,0,0,0,1,Working - as a paid employee,was married but no longer married
4394621,married,70,65-74,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,1,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,"was married, remained married"
4395551,married,64,55-64,60+,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,4,A one-family house detached from any other house,"$200,000 to $249,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,4,Working - self-employed,"was married, remained married"
4398711,married,80,75+,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,No,2,A one-family house detached from any other house,"$50,000 to $59,999",Married,Metro,Northeast,Mid-Atlantic,Occupied without payment of cash rent,0,0,0,0,2,Not working - retired,"was married, remained married"
