caseid_new,pp4_ppeduc,pp4_ppeducat,pp4_ppethm,pp4_pphhhead,pp4_pphhsize,pp4_pphouse,pp4_ppincimp,pp4_ppmarit,pp4_ppmsacat,pp4_ppreg4,pp4_ppreg9,pp4_pprent,pp4_ppt01,pp4_ppt25,pp4_ppt612,pp4_ppt1317,pp4_ppt18ov,pp4_ppwork,pp4_ppnet,pp4_ppcmdate_yrmo,pp4_newer,ppa2009_services_yrmo,ppa2009_how_often_services
4171621,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$15,000 to $19,999",Widowed,Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,Yes,201306.0,Yes,200905.0,
4172215,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,6,A building with 2 or more apartments,"$40,000 to $49,999",Married,Metro,Midwest,East-North Central,Rented for cash,0,0,0,1,5,Working - as a paid employee,Yes,201007.0,No,200912.0,Once a week
4173593,"Some college, no degree",Some college,"White, Non-Hispanic",No,1,A one-family house attached to one or more houses,"$40,000 to $49,999",Divorced,Metro,South,West-South Central,Occupied without payment of cash rent,0,0,0,0,1,Working - as a paid employee,Yes,201110.0,Yes,200903.0,Never
4174761,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,Yes,201305.0,Yes,200905.0,Once a week
4175506,10th grade,Less than high school,"White, Non-Hispanic",No,1,A one-family house attached to one or more houses,"$10,000 to $12,499",Divorced,Metro,Midwest,East-North Central,Rented for cash,0,0,0,0,1,Not working - disabled,Yes,201305.0,Yes,200903.0,A few times a year
4176275,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A building with 2 or more apartments,"$35,000 to $39,999",Never married,Metro,South,West-South Central,Rented for cash,0,0,1,0,1,Working - as a paid employee,Yes,201106.0,No,200902.0,Once a year or less
4177791,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$150,000 to $174,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,No,200904.0,No,200902.0,Once a week
4178551,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,3,A one-family house detached from any other house,"$30,000 to $34,999",Married,Non-Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - as a paid employee,Yes,201308.0,Yes,200903.0,Once a year or less
4179742,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$25,000 to $29,999",Widowed,Non-Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,Yes,200904.0,No,200903.0,Once a week
4180501,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$150,000 to $174,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201305.0,Yes,200905.0,Once a year or less
4181551,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,4,A one-family house detached from any other house,"$175,000 or more",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,1,3,Working - as a paid employee,Yes,201305.0,Yes,200903.0,Once a week
4182701,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$125,000 to $149,999",Married,Non-Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,Yes,200904.0,No,200905.0,Once a year or less
4183235,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,3,A building with 2 or more apartments,"$50,000 to $59,999",Married,Metro,West,Pacific,Rented for cash,1,0,0,0,2,Not working - other,Yes,201305.0,Yes,200903.0,A few times a year
4184732,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$100,000 to $124,999",Widowed,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,Yes,201305.0,Yes,200903.0,Once a year or less
4186595,Masters degree,Bachelor's degree or higher,"Black, Non-Hispanic",Yes,1,A building with 2 or more apartments,"$75,000 to $84,999",Never married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,Yes,200904.0,No,200905.0,
4187491,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$125,000 to $149,999",Married,Metro,Midwest,,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - self-employed,Yes,201007.0,No,200905.0,Once a week
4188612,5th or 6th grade,Less than high school,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$7,500 to $9,999",Widowed,Non-Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - disabled,No,201305.0,Yes,200902.0,Never
4190391,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$50,000 to $59,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,200904.0,No,200903.0,Once a week
4191521,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - self-employed,Yes,201306.0,Yes,200903.0,Once a year or less
4192621,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,Yes,201305.0,Yes,200905.0,Once a week
4193661,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Hispanic,Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,Yes,201305.0,Yes,200903.0,Once or twice a month
4194511,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$15,000 to $19,999",Divorced,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,Yes,201305.0,Yes,200908.0,Once a year or less
4195661,11th grade,Less than high school,"White, Non-Hispanic",Yes,4,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,2,0,2,Not working - retired,No,201305.0,Yes,200903.0,More than once a week
4196495,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A building with 2 or more apartments,"$15,000 to $19,999",Never married,Metro,Northeast,Mid-Atlantic,Rented for cash,0,0,0,0,1,Working - as a paid employee,No,201305.0,Yes,200903.0,
4197351,Masters degree,Bachelor's degree or higher,Hispanic,Yes,4,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,South,,Owned or being bought by you or someone in your household,0,1,1,0,2,Not working - other,Yes,201108.0,No,200902.0,Once a week
4198592,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,1,A mobile home,"$30,000 to $34,999",Widowed,Non-Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - other,Yes,200711.0,No,200903.0,More than once a week
4199553,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A building with 2 or more apartments,"$15,000 to $19,999",Divorced,Metro,West,Pacific,Rented for cash,0,0,0,0,1,Not working - looking for work,Yes,201305.0,Yes,200903.0,
4200365,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,1,A building with 2 or more apartments,"$40,000 to $49,999",Never married,Metro,West,Pacific,Rented for cash,0,0,0,0,1,Working - as a paid employee,Yes,201304.0,Yes,200903.0,
4201445,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A building with 2 or more apartments,"$25,000 to $29,999",Never married,Metro,South,South Atlantic,Rented for cash,0,0,0,0,1,Working - as a paid employee,No,200904.0,No,200902.0,
4202381,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,4,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,1,1,0,2,Working - self-employed,Yes,201305.0,Yes,200905.0,Once a year or less
4203591,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - other,Yes,201306.0,Yes,200905.0,
4204465,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$50,000 to $59,999",Never married,Non-Metro,South,East-South Central,Rented for cash,0,0,0,0,1,Working - as a paid employee,Yes,201305.0,Yes,200903.0,Once a year or less
4205251,Associate degree,Some college,"White, Non-Hispanic",No,5,A one-family house detached from any other house,"$125,000 to $149,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,1,1,0,3,Not working - other,Yes,201305.0,Yes,200903.0,A few times a year
4207235,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Hispanic,Yes,2,A building with 2 or more apartments,"$7,500 to $9,999",Never married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - looking for work,No,200907.0,No,200903.0,Once a week
4208495,9th grade,Less than high school,"White, Non-Hispanic",Yes,2,A building with 2 or more apartments,"$5,000 to $7,499",Never married,Metro,South,South Atlantic,Rented for cash,0,0,0,0,2,Not working - disabled,Yes,201305.0,Yes,200903.0,Once a year or less
4209485,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,3,A building with 2 or more apartments,"$10,000 to $12,499",Never married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,3,Not working - disabled,Yes,200904.0,No,200903.0,
4210581,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",No,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - disabled,Yes,200904.0,No,200902.0,More than once a week
4211672,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$20,000 to $24,999",Widowed,Non-Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,Yes,200907.0,No,200903.0,A few times a year
4212411,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,4,A building with 2 or more apartments,"$125,000 to $149,999",Married,Metro,Northeast,New England,Owned or being bought by you or someone in your household,0,1,1,0,2,Working - as a paid employee,Yes,201305.0,Yes,200903.0,Once a year or less
4213555,9th grade,Less than high school,"Other, Non-Hispanic",Yes,7,A one-family house detached from any other house,"$12,500 to $14,999",Never married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,1,0,6,Not working - disabled,Yes,200907.0,No,200903.0,Once a year or less
4215471,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,3,A one-family house detached from any other house,"$60,000 to $74,999",Married,Non-Metro,Northeast,New England,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - self-employed,Yes,200904.0,No,200902.0,Never
4216511,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201305.0,Yes,200910.0,A few times a year
4218401,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,4,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,1,3,Working - as a paid employee,Yes,201306.0,Yes,200902.0,Once or twice a month
4219751,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,Northeast,New England,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,Yes,200904.0,No,200903.0,A few times a year
4220781,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$50,000 to $59,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,No,201304.0,Yes,200903.0,Once a week
